Price 10^3 TMT,Brands,Models,Year,Place,Pubtime
500.0,Ford,Explorer,2021,Ашхабад,1753470625.950478
155.0,Toyota,Camry,2011,Мары,1753470625.950478
36.0,Opel,Vectra,1990,Гызыларбат,1753470625.950478
35.0,Opel,Astra,1992,Туркменбаши,1753470625.950478
340.0,Nissan,Maxima,2023,Ашхабад,1753470625.950478
40.0,Toyota,Vista,1994,Гурбансолтан Едже,1753470625.950478
490.0,Kia,Sorento,2021,Ашхабад,1753470625.950478
45.0,UAZ,452,1992,Серахс,1753470625.950478
150.0,Chrysler,300,2008,Кака,1753470625.950478
120.0,BMW,525,2001,Ашхабад,1753470625.950478
80.0,BMW,745,2003,Шабатский этрап,1753470625.950478
142.0,Gaz,Gazel,2007,Ашхабад,1753470625.950478
70.0,Nissan,Altima,2003,Сакарчага,1753470625.950478
180.0,Lexus,RX,2002,Магданлы,1753470625.950478
260.0,Toyota,Camry,2018,Гёкдепе,1753470625.950478
230.0,Lexus,RX,2007,Губадаг,1753470625.950478
175.0,Toyota,RAV4,2007,Болдумсаз,1753470625.950478
240.0,Toyota,Camry,2013,Ашхабад,1753470625.950478
125.0,Kia,Optima,2011,Ашхабад,1753470625.950478
190.0,Toyota,Camry,2006,Мары,1753470625.950478
150.0,Mitsubishi,Fuso,2011,Дашогуз,1753470625.950478
10.0,Daewoo,Nexia,1995,Гурбансолтан Едже,1753470625.950478
60.0,Zil,130,1992,Эсенгулы,1753470625.950478
360.0,BMW,X6,2009,Балканабат,1753470625.950478
580.0,Mitsubishi,Canter,2025,Ашхабад,1753470625.950478
318.0,Mitsubishi,Outlander,2022,Ашхабад,1753470625.950478
160.0,Toyota,Corolla,2012,Теджен,1753470625.950478
160.0,Toyota,Corolla,2012,Теджен,1753470625.950478
120.0,Toyota,Corolla,2004,Ашхабад,1753470625.950478
18.0,Opel,Vectra,1991,Туркменабат,1753470625.950478
160.0,Toyota,Sienna,2002,Бахарден,1753470625.950478
27.0,Lada,2106,2000,етр. Туркменбаши,1753470625.950478
9.5,Fekon,FK200-14G,2017,Саят,1753470625.950478
170.0,Toyota,Corolla,2014,Балканабат,1753470625.950478
10.0,Iž,Planeta,1991,Бабадайхан,1753470625.950478
40.0,Opel,Vectra,1988,Байрамали,1753470625.950478
40.0,Nissan,Altima,2000,Кёнеургенч,1753470625.950478
7.0,Iž,Planeta,1995,Халач,1753470625.950478
170.0,Toyota,Camry,2003,Кёнеургенч,1753470625.950478
200.0,Lexus,ES,2006,Мары,1753470625.950478
180.0,Kia,Bongo,2010,Гурбансолтан Едже,1753470625.950478
70.0,Infiniti,G35,2004,Теджен,1753470625.950478
190.0,Toyota,Camry,2010,Кёнеургенч,1753470625.950478
13.0,Lada,21099,1994,Мары,1753470625.950478
40.0,Opel,Vectra,1991,Гызыларбат,1753470625.950478
270.0,Toyota,Highlander,2010,Векильбазар,1753470625.950478
425.0,Toyota,Land,2012,Туркменабат,1753470625.950478
95.0,Toyota,Corolla,2004,Ашхабад,1753470625.950478
90.0,Mercedes-Benz,E320,1997,Ашхабад,1753470625.950478
345.0,Toyota,Sienna,2016,Халач,1753470625.950478
120.0,Nissan,Pathfinder,2002,Сейди,1753470625.950478
180.0,Hyundai,Sonata,2016,Гёкдепе,1753470625.950478
130.0,BMW,530,2003,Гёкдепе,1753470625.950478
13.0,BMW,535,1986,Гёкдепе,1753470625.950478
34.0,Lada,2101,1989,Ходжамбаз,1753470625.950478
70.0,Opel,Vectra,1997,Мары,1753470625.950478
28.0,Daewoo,Lanos,1998,Туркменабат,1753470625.950478
86.0,Toyota,Camry,1996,Балканабат,1753470625.950478
25.0,Opel,Vectra,1991,Шабатский этрап,1753470625.950478
175.0,Kia,Forte,2021,Мары,1753470625.950478
175.0,Toyota,Camry,2004,Кёнеургенч,1753470625.950478
660.0,Toyota,Avalon,2022,Ашхабад,1753470625.950478
100.0,Nissan,Pathfinder,2000,Теджен,1753470625.950478
190.0,Toyota,Sienna,2002,Теджен,1753470625.950478
110.0,Toyota,Hiace,1999,Мары,1753470625.950478
290.0,Toyota,Highlander,2009,Мары,1753470625.950478
257.0,Lexus,RX,2004,Мары,1753470625.950478
26.0,Daewoo,Matiz,1999,Дашогуз,1753470625.950478
25.0,Lada,2107,1993,Гызыларбат,1753470625.950478
390.0,Honda,Odyssey,2019,Мары,1753470625.950478
458.488,Mitsubishi,Outlander,2024,Ашхабад,1753470625.950478
122.0,Nissan,Versa,2009,Ашхабад,1753470625.950478
40.0,Toyota,Corolla,1994,Туркменабат,1753470625.950478
50.0,Daewoo,Nexia,2011,Дашогуз,1753470625.950478
300.0,Toyota,Avalon,2011,Дашогуз,1753470625.950478
10.0,Lada,2106,1994,Гороглы (Тагта),1753470625.950478
60.0,Opel,Combo,2002,Теджен,1753470625.950478
155.0,Toyota,Corolla,2011,Ашхабад,1753470625.950478
294.0,Toyota,Camry,2022,Мары,1753470625.950478
125.0,Nissan,Sunny,2009,Ашхабад,1753470625.950478
110.0,Foton,ETX,2010,Ашхабад,1753467025.950478
20.0,Mitsubishi,Chariot,1992,Мары,1753467025.950478
687.687,Toyota,Fortuner,2025,Ашхабад,1753467025.950478
145.0,Toyota,Corolla,2008,Гёкдепе,1753467025.950478
5.6,Fekon,FK200-14G,2021,Берекет,1753467025.950478
199.0,Toyota,Fortuner,2008,Ашхабад,1753467025.950478
100.0,BMW,X5,2002,Туркменабат,1753467025.950478
240.0,Lexus,RX,2004,Дашогуз,1753467025.950478
17.0,Fekon,FK200-14G,2015,Теджен,1753467025.950478
235.0,Hyundai,Sonata,2016,Ашхабад,1753467025.950478
7.0,Fekon,FK150-8G,2016,етр. Туркменбаши,1753467025.950478
177.0,Toyota,Camry,2005,Мары,1753467025.950478
100.0,Mercedes-Benz,S-Class,2002,Туркменабат,1753467025.950478
458.458,Mitsubishi,Outlander,2024,Ашхабад,1753467025.950478
350.0,Toyota,Camry,2018,Туркменбаши,1753467025.950478
126.0,Toyota,Corolla,2006,Балканабат,1753467025.950478
375.0,Toyota,Avalon,2013,Ашхабад,1753467025.950478
330.0,Toyota,Highlander,2011,Ашхабад,1753467025.950478
50.0,Toyota,Chaser,1995,Губадаг,1753467025.950478
45.0,Toyota,Mark,1995,Губадаг,1753467025.950478
35.0,Opel,Astra,1989,Байрамали,1753467025.950478
180.0,Volkswagen,Tiguan,2010,Анев,1753467025.950478
36.0,Opel,Vectra,1990,Гызыларбат,1753467025.950478
90.0,Toyota,4Runner,1996,Гёкдепе,1753467025.950478
30.0,Citroen,C-Elysee,1999,Теджен,1753467025.950478
85.0,Gaz,Gazel,1999,Мары,1753467025.950478
400.0,Mitsubishi,Canter,2025,Мары,1753467025.950478
160.0,Ford,Focus,2018,Мары,1753467025.950478
50.0,Opel,Antara,1993,Балканабат,1753467025.950478
270.0,Kia,Bongo,2021,Дашогуз,1753467025.950478
3.4,Fekon,FK150-8G,2022,Акдепе,1753467025.950478
6.4,Fekon,FK150-8G,2025,Эсенгулы,1753467025.950478
19.0,Lada,2106,1989,Кака,1753467025.950478
40.0,Hyundai,Sonata,2002,Ашхабад,1753467025.950478
697.697,Toyota,Fortuner,2025,Ашхабад,1753467025.950478
265.0,Toyota,Corolla,2014,Ашхабад,1753467025.950478
400.0,Toyota,Avalon,2013,Ашхабад,1753467025.950478
120.0,Toyota,Camry,2000,Туркменабат,1753467025.950478
170.0,Toyota,Camry,2009,Балканабат,1753467025.950478
19.0,Lada,2106,1985,Кёнеургенч,1753467025.950478
32.0,Opel,Vectra,1992,Векильбазар,1753467025.950478
25.0,Lada,21099,1999,Векильбазар,1753467025.950478
195.0,Toyota,Avalon,2001,Мары,1753467025.950478
18.0,Lada,2112,2001,Туркменабат,1753467025.950478
28.0,Opel,Astra,1992,Гёкдепе,1753467025.950478
40.0,Opel,Vita,1998,Дашогуз,1753467025.950478
150.0,Toyota,Corolla,2008,Гурбансолтан Едже,1753467025.950478
27.0,Lada,21099,2002,Теджен,1753467025.950478
13.4,Fekon,FK200-14G,2025,Этрек,1753467025.950478
170.0,Forland,H3,2015,Аркадаг,1753467025.950478
205.0,Toyota,Camry,2010,Мары,1753467025.950478
40.0,Toyota,Hiace,1989,Сакарчага,1753467025.950478
550.0,Toyota,Hilux,2020,Мары,1753467025.950478
67.0,BMW,525,1994,Яшлык,1753467025.950478
100.0,Lexus,GS,2003,Хазар,1753467025.950478
150.0,Nissan,NV200,2020,Ашхабад,1753467025.950478
270.0,Toyota,Camry,2017,Магданлы,1753467025.950478
35.0,Volkswagen,Polo,2003,Ашхабад,1753467025.950478
250.0,Toyota,Avalon,2011,Дашогуз,1753467025.950478
97.5,Toyota,Corolla,2004,Теджен,1753467025.950478
23.0,Opel,Agila,1996,Кака,1753467025.950478
170.0,Toyota,Camry,2000,Кёнеургенч,1753467025.950478
32.0,Opel,Vectra,1992,Мары,1753467025.950478
130.0,Toyota,Camry,2001,Мары,1753467025.950478
158.0,Toyota,Corolla,2010,Ашхабад,1753467025.950478
210.0,Hyundai,Elantra,2020,Ашхабад,1753467025.950478
115.0,Nissan,Tiida,2010,Гёкдепе,1753467025.950478
115.0,Nissan,Tiida,2010,Гёкдепе,1753467025.950478
42.0,Toyota,Corolla,1993,Гарабекевюл,1753467025.950478
158.0,Toyota,Hiace,2004,Векильбазар,1753467025.950478
75.0,BMW,325,2001,Ашхабад,1753467025.950478
18.3,Gaz,5204,1989,Бахарден,1753467025.950478
10.2,Fekon,FK150-8G,2013,етр. Туркменбаши,1753467025.950478
46.0,Opel,Vectra,1994,Акдепе,1753467025.950478
31.0,Land,Rover,1995,Бахарден,1753467025.950478
156.0,Toyota,Corolla,2010,Ашхабад,1753467025.950478
80.0,BMW,528,1999,Мары,1753467025.950478
500.0,Mitsubishi,Canter,2021,Мары,1753467025.950478
180.0,Hyundai,Sonata,2015,Ашхабад,1753467025.950478
32.0,Opel,Vectra,1991,Акдепе,1753467025.950478
20.0,Lada,2106,1998,Дянев,1753467025.950478
125.0,Toyota,Hiace,2003,Туркменгала,1753467025.950478
565.0,Lexus,ES,2020,Ашхабад,1753420225.950478
57.0,Opel,Astra,1999,Дянев,1753467025.950478
155.0,Kia,Rio,2017,Ашхабад,1753467025.950478
30.0,Lada,2106,1997,Туркменабат,1753467025.950478
7.0,Fekon,FK150-8G,2025,Ашхабад,1753467025.950478
45.0,Jeep,Grand,1995,Дянев,1753467025.950478
40.0,Lada,2110,2003,Гызыларбат,1753467025.950478
32.0,Opel,Astra,1992,Мары,1753467025.950478
45.0,Mitsubishi,Galant,1997,Балканабат,1753467025.950478
175.0,Toyota,Camry,2009,Саят,1753467025.950478
527.0,Toyota,Highlander,2019,Ашхабад,1753467025.950478
32.0,Opel,Vectra,1991,Чарджоу,1753467025.950478
15.0,Fekon,FK200-14G,2015,Бабадайхан,1753467025.950478
40.0,BMW,525,1990,Чарджоу,1753467025.950478
100.0,Kia,Bongo,2001,Губадаг,1753467025.950478
15.0,Lada,21099,2000,Ашхабад,1753467025.950478
260.0,Lexus,ES,2011,Ашхабад,1753467025.950478
33.0,Lada,2106,2001,Кёнеургенч,1753467025.950478
70.0,Opel,Signum,2002,Дашогуз,1753467025.950478
32.0,Opel,Vectra,1993,Дарганата,1753467025.950478
230.0,Hyundai,Sonata,2016,Ак-Бугдайский этрап,1753467025.950478
155.0,Toyota,Corolla,2012,Мары,1753467025.950478
95.0,Mercedes-Benz,E320,1999,Балканабат,1753467025.950478
14.0,Fekon,FK150-8G,2013,Керки,1753467025.950478
490.0,Nissan,Pathfinder,2022,Ашхабад,1753467025.950478
205.0,Hyundai,Accent,2020,Ашхабад,1753467025.950478
135.0,Toyota,Camry,2004,Берекет,1753467025.950478
55.0,Nissan,Maxima,1998,Гороглы (Тагта),1753467025.950478
100.0,Toyota,Land,1996,Бахарден,1753467025.950478
305.0,Toyota,Sienna,2010,Мары,1753467025.950478
140.0,Hyundai,Accent,2011,Ашхабад,1753467025.950478
305.0,Toyota,Camry,2020,Ашхабад,1753467025.950478
95.0,Toyota,Camry,1996,Мары,1753467025.950478
30.0,Lada,2110,2002,Мургап,1753467025.950478
15.4,Fekon,FK200-14G,2025,Ёлётен,1753467025.950478
68.0,Saipa,Zamyad,2013,Бахарден,1753467025.950478
35.0,Gaz,53,1992,Ак-Бугдайский этрап,1753467025.950478
30.0,Lada,2106,1991,Махтумкули,1753467025.950478
320.0,Toyota,Camry,2020,Мары,1753467025.950478
58.0,Toyota,Mark,1994,Мары,1753467025.950478
28.0,Lada,2110,2004,Ашхабад,1753467025.950478
33.0,Toyota,Chaser,1992,Сакарчага,1753467025.950478
34.0,Opel,Astra,1993,Шабатский этрап,1753467025.950478
45.0,Opel,Astra,1994,Дашогуз,1753467025.950478
340.0,Hyundai,Elantra,2022,Ашхабад,1753467025.950478
34.0,Opel,Astra,1993,Шабатский этрап,1753467025.950478
45.0,Opel,Astra,1994,Дашогуз,1753467025.950478
340.0,Hyundai,Elantra,2022,Ашхабад,1753467025.950478
295.0,Toyota,Camry,2020,Мары,1753467025.950478
400.0,Toyota,Highlander,2019,Ашхабад,1753467025.950478
15.0,Fekon,FK200-14G,2025,Керки,1753467025.950478
320.0,Toyota,Camry,2019,Ашхабад,1753467025.950478
185.0,Kia,Optima,2017,Ашхабад,1753467025.950478
350.0,Ford,Explorer,2020,Мары,1753467025.950478
45.0,Opel,Vectra,1993,Гурбансолтан Едже,1753467025.950478
25.0,BMW,525,1990,Кёнеургенч,1753467025.950478
420.0,Toyota,Highlander,2018,Байрамали,1753467025.950478
440.0,Toyota,Land,2006,Мары,1753467025.950478
350.0,Nissan,Pathfinder,2020,Мары,1753467025.950478
40.0,Opel,Astra,1994,Дашогуз,1753467025.950478
460.0,BMW,F30,2017,Мары,1753467025.950478
100.0,Infiniti,FX45,2003,Байрамали,1753467025.950478
165.0,Toyota,Sienna,2002,Губадаг,1753467025.950478
40.0,Gaz,3110,1994,Керки,1753467025.950478
22.0,Lada,21099,2001,Теджен,1753467025.950478
150.0,Toyota,Camry,2009,Чарджоу,1753467025.950478
125.0,Toyota,Camry,1999,Дянев,1753467025.950478
50.0,Daewoo,Damas,2008,Чарджоу,1753467025.950478
440.0,Kia,Sorento,2023,Байрамали,1753467025.950478
200.0,Lexus,ES,2004,Акдепе,1753467025.950478
27.0,Lada,2107,2000,Мары,1753467025.950478
40.0,Opel,Vectra,1993,Туркменбаши,1753467025.950478
80.0,Toyota,Camry,1993,Дашогуз,1753467025.950478
30.0,Lada,2115,2002,Туркменабат,1753467025.950478
230.0,Mitsubishi,Canter,2004,Чарджоу,1753467025.950478
49.0,Opel,Vectra,1992,Туркменабат,1753467025.950478
3.8,Iž,Planeta,2012,Акдепе,1753467025.950478
155.0,BMW,E39,2001,Балканабат,1753467025.950478
640.0,Toyota,Highlander,2021,Ашхабад,1753467025.950478
43.0,Lada,2110,2004,Мары,1753467025.950478
640.0,Lexus,RX,2020,Ашхабад,1753467025.950478
50.0,Mazda,6,2003,Мары,1753467025.950478
232.0,Nissan,Sentra,2020,Ашхабад,1753467025.950478
650.0,Ford,F-150,2018,Туркменабат,1753467025.950478
16.0,Lada,2104,1980,Мургап,1753467025.950478
850.0,Genesis,GV80,2020,Ашхабад,1753467025.950478
450.0,Toyota,Camry,2020,Ашхабад,1753467025.950478
1200.0,Toyota,Land,2024,Ашхабад,1753467025.950478
100.0,Toyota,Corolla,2002,Гёкдепе,1753467025.950478
35.0,Toyota,Lite,1993,Гурбансолтан Едже,1753467025.950478
25.0,UAZ,469,1998,Гороглы (Тагта),1753467025.950478
260.0,BMW,F10,2011,Туркменабат,1753467025.950478
50.0,Toyota,Hilux,1992,Теджен,1753467025.950478
90.0,Volkswagen,Transporter,2003,Теджен,1753467025.950478
215.0,Gaz,Gazel,2016,Ашхабад,1753467025.950478
40.0,Gaz,52,1987,Кака,1753467025.950478
45.0,Toyota,Corona,1995,Койтендаг,1753467025.950478
70.0,Toyota,Corona,1995,Керки,1753467025.950478
175.0,Toyota,Camry,2011,Дашогуз,1753467025.950478
9.5,Ural,4320,1980,Шабатский этрап,1753467025.950478
40.0,Ford,Escort,1995,Фарап,1753467025.950478
165.0,Hyundai,Tucson,2011,Туркменабат,1753467025.950478
205.0,Toyota,Corolla,2021,Туркменабат,1753467025.950478
165.0,Toyota,Avalon,2002,Достлук,1753467025.950478
200.0,BMW,E60,2009,Туркменабат,1753467025.950478
200.0,BMW,E60,2009,Туркменабат,1753467025.950478
180.0,Toyota,Land,2002,Балканабат,1753467025.950478
655.0,Toyota,Highlander,2020,Ашхабад,1753467025.950478
23.0,Daewoo,Espero,1995,Туркменабат,1753467025.950478
223.0,Hyundai,Elantra,2020,Ашхабад,1753467025.950478
190.0,Mercedes-Benz,Viano,2008,Ашхабад,1753467025.950478
185.0,Toyota,Camry,2010,Мары,1753467025.950478
225.0,Hyundai,Elantra,2020,Ашхабад,1753467025.950478
70.0,Nissan,Maxima,2004,Гёкдепе,1753467025.950478
20.0,BMW,535,1992,Дянев,1753467025.950478
700.0,Ford,Expedition,2019,Ашхабад,1753467025.950478
158.0,Toyota,Camry,2007,Анев,1753467025.950478
28.0,Opel,Vectra,1991,Койтендаг,1753467025.950478
150.0,Toyota,Corolla,2012,Халач,1753467025.950478
28.0,Opel,Vectra,1991,Мары,1753467025.950478
300.0,Forland,H2,2022,Ашхабад,1753467025.950478
127.0,Toyota,Corolla,2009,Байрамали,1753467025.950478
295.0,Toyota,Camry,2012,Ашхабад,1753420225.950478
25.0,Lada,2115,2003,Мары,1753463425.950478
95.0,Opel,Vectra,2001,Шабатский этрап,1753463425.950478
240.0,Lexus,RX,2004,Шабатский этрап,1753463425.950478
60.0,Opel,Vectra,1995,Гурбансолтан Едже,1753463425.950478
120.0,Nissan,Tiida,2006,Ашхабад,1753463425.950478
22.0,Opel,Vectra,1991,Дашогуз,1753463425.950478
215.0,Toyota,Camry,2017,Ашхабад,1753463425.950478
75.0,Opel,Vectra,1999,Дашогуз,1753463425.950478
20.0,Daewoo,Leganza,1998,Гарабекевюл,1753463425.950478
40.0,Renault,Laguna,2000,Ашхабад,1753463425.950478
175.0,Toyota,Corolla,2014,Балканабат,1753463425.950478
4.0,Lada,2106,1990,Ак-Бугдайский этрап,1753463425.950478
276.0,Toyota,Corolla,2020,Мары,1753463425.950478
75.0,Forland,H2,2012,Мары,1753463425.950478
1095.0,Toyota,Land,2024,Ашхабад,1753463425.950478
55.0,Volkswagen,Phaeton,2005,Ашхабад,1753463425.950478
275.0,BMW,F10,2010,Ашхабад,1753463425.950478
35.0,Daewoo,Matiz,2002,Шабатский этрап,1753463425.950478
230.0,Hyundai,IX35,2012,Ашхабад,1753463425.950478
185.0,Toyota,Camry,2003,Ашхабад,1753463425.950478
16.0,Iž,Ýupiter,1989,Теджен,1753463425.950478
309.0,Toyota,Land,2004,Балканабат,1753463425.950478
270.0,Toyota,Camry,2019,Мары,1753463425.950478
15.0,Lada,2106,1985,Векильбазар,1753463425.950478
380.0,Toyota,Camry,2021,Мары,1753463425.950478
130.0,Nissan,Pathfinder,2000,Мары,1753463425.950478
15.0,Lada,2106,1985,Мургап,1753463425.950478
190.0,Lexus,RX,2002,Мары,1753463425.950478
50.0,Daewoo,Matiz,2006,Дашогуз,1753463425.950478
45.0,Opel,Vectra,1993,Туркменабат,1753463425.950478
65.0,Toyota,Hilux,1993,Кёнеургенч,1753463425.950478
548.0,Lexus,ES,2016,Ашхабад,1753463425.950478
165.0,Toyota,Camry,2000,Теджен,1753463425.950478
190.0,Toyota,Camry,2011,етр. Туркменбаши,1753463425.950478
50.0,Nissan,Murano,2004,Туркменабат,1753463425.950478
248.0,Toyota,Corolla,2020,Мары,1753463425.950478
275.0,Toyota,Camry,2018,Кака,1753463425.950478
195.0,Toyota,Avalon,2005,Векильбазар,1753463425.950478
60.0,Fekon,FK150-8G,2023,Тагтабазар,1753463425.950478
192.0,Toyota,Camry,2010,Ашхабад,1753463425.950478
78.0,Toyota,Camry,1993,Сакар,1753463425.950478
640.64,Toyota,Fortuner,2024,Ашхабад,1753463425.950478
160.0,Toyota,Corolla,2010,Аркадаг,1753463425.950478
200.0,Toyota,Camry,2013,Мары,1753463425.950478
290.0,Kia,Sorento,2020,Ашхабад,1753463425.950478
47.0,Opel,Vectra,1995,Мары,1753463425.950478
480.0,Toyota,Highlander,2021,Мары,1753463425.950478
190.0,Lexus,GS,2008,Ашхабад,1753463425.950478
34.0,Toyota,Town,1994,Керки,1753463425.950478
125.0,Toyota,Camry,1997,Керки,1753463425.950478
125.0,Toyota,Camry,2008,Гороглы (Тагта),1753463425.950478
65.0,Mazda,6,2006,Мары,1753463425.950478
390.0,Jetour,Dashing,2024,Ашхабад,1753463425.950478
10.0,Ural,5557,1985,Туркменабат,1753463425.950478
7.0,UAZ,469,1980,Кака,1753463425.950478
200.0,Nissan,Sentra,2023,Туркменабат,1753463425.950478
110.0,Toyota,Avalon,1997,Мары,1753463425.950478
340.0,Toyota,Avalon,2011,Туркменабат,1753463425.950478
140.0,Mitsubishi,Lanser,2009,Ашхабад,1753463425.950478
95.0,Zil,4331,2000,Байрамали,1753463425.950478
13.0,Fekon,FK150-8G,2025,Гороглы (Тагта),1753463425.950478
360.0,Toyota,Land,2000,Ашхабад,1753463425.950478
25.0,Zil,130,1990,Бахарден,1753463425.950478
100.0,Opel,Vectra,2002,Туркменабат,1753463425.950478
43.0,Opel,Vectra,1992,Байрамали,1753463425.950478
75.0,BMW,E46,2004,Бахарден,1753463425.950478
150.0,Toyota,Camry,2003,Фарап,1753463425.950478
240.0,Lexus,RX,2005,Фарап,1753463425.950478
380.0,Toyota,Land,2005,Туркменабат,1753463425.950478
159.0,Toyota,Camry,2006,Ашхабад,1753463425.950478
260.0,Toyota,Innova,2020,Балканабат,1753463425.950478
180.0,Toyota,Highlander,2006,Мары,1753463425.950478
8.0,Raf,Latvia,1993,Кака,1753463425.950478
130.0,Forland,H2,2011,Байрамали,1753463425.950478
285.0,MG,5,2023,Ашхабад,1753463425.950478
160.0,Toyota,Avalon,2006,Ашхабад,1753463425.950478
92.0,Opel,Zafira,2002,Дашогуз,1753463425.950478
30.0,Volkswagen,Golf,1994,Ашхабад,1753463425.950478
320.0,Toyota,Camry,2018,Ашхабад,1753463425.950478
87.0,Nissan,Sunny,2004,Гёкдепе,1753463425.950478
90.0,Mazda,6,2004,Саят,1753463425.950478
220.0,Toyota,Sienna,2005,Мары,1753463425.950478
180.0,Toyota,Camry,2006,Туркменабат,1753463425.950478
170.0,Toyota,Corolla,2011,Дашогуз,1753463425.950478
30.0,Opel,Vectra,1993,Гороглы (Тагта),1753463425.950478
400.0,Toyota,Highlander,2015,Туркменабат,1753463425.950478
260.0,Lexus,RX,2006,Гёкдепе,1753463425.950478
190.0,Toyota,Camry,2012,Мары,1753463425.950478
330.0,Toyota,Hilux,2013,Бабадайхан,1753463425.950478
143.0,Toyota,Camry,2003,Кёнеургенч,1753463425.950478
65.0,Toyota,Camry,1995,Векильбазар,1753463425.950478
50.0,BMW,528,1997,Балканабат,1753463425.950478
655.0,Toyota,Highlander,2020,Ашхабад,1753463425.950478
135.0,Gaz,Gazel,2010,Туркменабат,1753463425.950478
55.0,Ford,Crown,1995,Ашхабад,1753463425.950478
24.0,Lada,2110,2001,Байрамали,1753463425.950478
25.5,Lada,2106,1999,Кака,1753463425.950478
95.0,Peugeot,206,2009,Ашхабад,1753463425.950478
12.0,Daewoo,Nubira,1998,Гёкдепе,1753463425.950478
170.0,Toyota,Corolla,2012,Ашхабад,1753463425.950478
75.0,BMW,E46,2002,Туркменабат,1753463425.950478
330.0,BMW,X6,2012,Мары,1753463425.950478
14.0,Lada,2110,2003,Мары,1753463425.950478
5.4,Fekon,FK150-8G,2023,Койтендаг,1753463425.950478
30.0,Toyota,Carina,1994,Койтендаг,1753463425.950478
90.0,Toyota,Tacoma,2003,Эсенгулы,1753463425.950478
40.0,Toyota,Cresta,1995,Туркменабат,1753463425.950478
140.0,BMW,320,2007,Ашхабад,1753463425.950478
28.0,Opel,Vectra,1991,Мары,1753463425.950478
35.0,Lada,2106,1988,Губадаг,1753463425.950478
180.0,Isuzu,Forward,1998,Туркменгала,1753463425.950478
170.0,Volkswagen,Caddy,2010,Ашхабад,1753463425.950478
2.5,Iž,Planeta,1991,Векильбазар,1753463425.950478
200.0,Lexus,ES,2005,Туркменабат,1753463425.950478
380.0,Toyota,Tacoma,2018,Туркменгала,1753463425.950478
65.0,Ford,Taurus,1998,Ашхабад,1753463425.950478
35.0,Daihatsu,Sirion,2004,Ашхабад,1753463425.950478
130.0,Toyota,Avalon,1998,Ёлётен,1753463425.950478
85.0,BMW,525,1995,Этрек,1753463425.950478
30.0,Opel,Astra,1992,Мары,1753463425.950478
95.0,Chevrolet,Aveo,2008,Ашхабад,1753463425.950478
28.0,Opel,Vectra,1991,Сакарчага,1753463425.950478
15.0,Iž,Planeta,2025,Халач,1753463425.950478
350.0,Jetour,Dashing,2024,Ашхабад,1753463425.950478
230.0,Toyota,Camry,2011,Кёнеургенч,1753463425.950478
15.0,Lada,2106,1987,Теджен,1753463425.950478
150.0,Toyota,Avalon,2005,Дашогуз,1753463425.950478
200.0,Gaz,Gazel,2017,етр. Туркменбаши,1753463425.950478
35.0,Opel,Vectra,1993,Сакар,1753463425.950478
150.0,Toyota,Camry,2009,Дашогуз,1753463425.950478
310.0,Toyota,Camry,2020,Балканабат,1753463425.950478
170.0,Toyota,Camry,2003,Байрамали,1753463425.950478
320.0,Ford,Edge,2020,Ашхабад,1753463425.950478
252.0,Hyundai,Elantra,2021,Ашхабад,1753463425.950478
40.0,Toyota,Carina,1995,Шабатский этрап,1753463425.950478
26.0,Fekon,FK200-14G,2024,Сакар,1753463425.950478
145.0,Gaz,Gazel,2009,Мары,1753463425.950478
151.0,Nissan,Sentra,2019,Гороглы (Тагта),1753463425.950478
70.0,Maz,Samosval,1982,Огуз хан,1753463425.950478
40.0,Opel,Vectra,1992,етр. Туркменбаши,1753463425.950478
100.0,Toyota,Yaris,2007,Гёкдепе,1753463425.950478
482.0,Toyota,Camry,2023,Ашхабад,1753463425.950478
320.0,Toyota,Camry,2021,Ашхабад,1753463425.950478
127.0,Nissan,Versa,2011,Ашхабад,1753463425.950478
50.0,BMW,525,1991,Балканабат,1753463425.950478
50.0,Toyota,Mark,1993,Туркменабат,1753463425.950478
33.0,Opel,Vectra,1992,Гызыларбат,1753463425.950478
27.0,Lada,2106,1997,Губадаг,1753463425.950478
10.0,Lada,2104,1980,Дашогуз,1753463425.950478
157.0,Volkswagen,CC,2011,Ашхабад,1753463425.950478
75.0,Opel,Zafira,2001,Гурбансолтан Едже,1753463425.950478
235.0,Lexus,ES,2010,Бахарден,1753463425.950478
205.0,Toyota,Camry,2017,Мары,1753463425.950478
129.0,Ford,Transit,2010,Ашхабад,1753463425.950478
6.0,Lada,2106,1993,Бахарден,1753463425.950478
160.0,Lexus,RX,2000,Бахарден,1753463425.950478
170.0,Toyota,Avalon,2001,Огуз хан,1753463425.950478
270.0,Toyota,Hilux,2009,Мары,1753463425.950478
458.458,Mitsubishi,Outlander,2024,Ашхабад,1753463425.950478
220.0,Toyota,Camry,2000,Дашогуз,1753463425.950478
230.0,Toyota,Camry,2011,Ашхабад,1753463425.950478
29.0,Opel,Vectra,1991,Мары,1753463425.950478
43.0,Mercedes-Benz,S-Class,1994,Байрамали,1753463425.950478
200.0,Hyundai,Elantra,2017,Ашхабад,1753463425.950478
30.0,Lada,Samara,2003,Дашогуз,1753463425.950478
99.0,Nissan,Pathfinder,2003,Ашхабад,1753463425.950478
150.0,Suzuki,Grand,2008,Хазар,1753463425.950478
440.0,Toyota,Highlander,2019,Ашхабад,1753463425.950478
180.0,BMW,E39,2002,Мары,1753463425.950478
